,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
84,1.7239986419677735,0.1208044542764683,0.010094308853149414,0.0012689675224470582,0.5,0,0.01,5,200,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.5}",0.2743362831858407,0.3185840707964602,0.336283185840708,0.2831858407079646,0.3274336283185841,0.30796460176991153,0.024652014649883407,180
85,1.765489435195923,0.13063153081125634,0.00966033935546875,0.0006229181447877104,0.5,0,0.01,5,200,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",0.3008849557522124,0.3008849557522124,0.36283185840707965,0.2920353982300885,0.34513274336283184,0.32035398230088497,0.02820774770001632,35
86,1.7127192497253418,0.09629868394648351,0.01071481704711914,0.0018556633862095546,0.5,0,0.01,5,200,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.9}",0.2743362831858407,0.3008849557522124,0.336283185840708,0.2920353982300885,0.3274336283185841,0.30619469026548674,0.022803714560575453,209
87,2.1998916625976563,0.1598473047114799,0.011031389236450195,0.0008888509136570034,0.5,0,0.01,5,250,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.5}",0.2831858407079646,0.3185840707964602,0.3185840707964602,0.2831858407079646,0.3274336283185841,0.30619469026548674,0.019062530290741612,209
88,2.253085565567017,0.15847242655809243,0.011997318267822266,0.0010012054849414022,0.5,0,0.01,5,250,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.7}",0.2831858407079646,0.30973451327433627,0.36283185840707965,0.3008849557522124,0.35398230088495575,0.3221238938053098,0.03096080652130248,19
89,2.1585100650787354,0.08826738153533402,0.01198573112487793,0.00041391965904817086,0.5,0,0.01,5,250,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.9}",0.2743362831858407,0.3008849557522124,0.336283185840708,0.2831858407079646,0.336283185840708,0.30619469026548674,0.02601228045433465,209
90,1.4057406425476073,0.06829446610256983,0.008202028274536134,0.0005830566864910244,0.5,0,0.01,6,150,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.5}",0.2920353982300885,0.30973451327433627,0.34513274336283184,0.3008849557522124,0.3185840707964602,0.31327433628318585,0.018222354231835387,110
91,1.569191837310791,0.12933824497161744,0.00877828598022461,0.00039947183122639976,0.5,0,0.01,6,150,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.7}",0.3008849557522124,0.3008849557522124,0.35398230088495575,0.3185840707964602,0.336283185840708,0.32212389380530976,0.02064053768086831,26
92,1.4864203929901123,0.029911774911273482,0.009230804443359376,0.00047020250415777854,0.5,0,0.01,6,150,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 150, 'subsample': 0.9}",0.26548672566371684,0.2920353982300885,0.34513274336283184,0.2831858407079646,0.3185840707964602,0.3008849557522124,0.027984758054587416,238
93,1.9382239818572997,0.161331512257721,0.009844732284545899,0.000469835915372318,0.5,0,0.01,6,200,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.5}",0.2743362831858407,0.3185840707964602,0.34513274336283184,0.30973451327433627,0.30973451327433627,0.31150442477876106,0.022665926504187077,143
